t,y,avg
664.0000000000,92.0014160296,91.7564396756
665.0000000000,92.5500183623,92.1281700705
666.0000000000,89.3466697698,91.9706217362
667.0000000000,93.1047345786,92.1888798828
668.0000000000,98.3900593132,92.8820031085
669.0000000000,98.3900593132,93.5751263341
670.0000000000,98.3900593132,94.0475655199
671.0000000000,96.5673448278,94.3938265448
672.0000000000,96.5673448278,95.0114312280
673.0000000000,95.9737035731,95.1281409909
674.0000000000,95.3868289583,95.4666822837
675.0000000000,97.7754008314,95.9892205306
676.0000000000,98.3900593132,96.8935594850
677.0000000000,98.3900593132,97.4220919584
678.0000000000,98.3900593132,97.4220919584
679.0000000000,95.9737035731,97.1804563844
680.0000000000,100.9225433161,97.4337047847
681.0000000000,100.9225433161,97.8692246336
682.0000000000,99.0119720645,98.1136873572
683.0000000000,101.5747963290,98.6737966328
684.0000000000,104.2646021752,99.5615739545
685.0000000000,100.9225433161,99.8762882030
686.0000000000,97.1678704295,99.7540693146
687.0000000000,96.5673448278,99.5717978661
688.0000000000,95.9737035731,99.3301622921
689.0000000000,96.5673448278,99.3895264175
690.0000000000,99.0119720645,99.1984692924
691.0000000000,96.5673448278,98.7629494435
692.0000000000,93.1047345786,98.1722256949
693.0000000000,93.6656674551,97.3813128075
694.0000000000,99.0119720645,96.8560497965
695.0000000000,95.9737035731,96.3611658222
696.0000000000,95.3868289583,96.1830616751
697.0000000000,95.3868289583,96.0650100881
698.0000000000,92.5500183623,95.7226415670
699.0000000000,93.1047345786,95.3763805421
700.0000000000,95.9737035731,95.0725536930
701.0000000000,96.5673448278,95.0725536930
702.0000000000,93.6656674551,95.1286469806
703.0000000000,95.9737035731,95.3594505924
704.0000000000,93.1047345786,94.7687268438
705.0000000000,93.6656674551,94.5379232320
706.0000000000,93.6656674551,94.3658070817
707.0000000000,88.3242132885,93.6595455147
708.0000000000,88.3242132885,93.2369650073
709.0000000000,88.3242132885,92.7589128783
710.0000000000,91.4588270569,92.3074252267
711.0000000000,90.9221531123,91.7429060552
712.0000000000,86.8305806764,91.0593973773
713.0000000000,87.3232300872,90.1943500287
714.0000000000,89.3466697698,89.8185435478
715.0000000000,89.3466697698,89.3866437793
716.0000000000,90.9221531123,89.1122923450
717.0000000000,91.4588270569,89.4257537219
718.0000000000,89.3466697698,89.5279993700
719.0000000000,88.3242132885,89.5279993700
720.0000000000,90.3912979962,89.4212464639
721.0000000000,90.3912979962,89.3681609523
722.0000000000,89.3466697698,89.6197698617
723.0000000000,93.1047345786,90.1979203108
724.0000000000,90.9221531123,90.3554686451
725.0000000000,91.4588270569,90.5666843738
726.0000000000,89.3466697698,90.4091360395
727.0000000000,93.6656674551,90.6298200793
728.0000000000,89.3466697698,90.6298200793
729.0000000000,89.8661675839,90.7840155089
730.0000000000,90.3912979962,90.7840155089
731.0000000000,90.3912979962,90.7840155089
732.0000000000,90.3912979962,90.8884783315
733.0000000000,90.9221531123,90.6702201849
734.0000000000,93.6656674551,90.9445716192
735.0000000000,89.3466697698,90.7333558904
736.0000000000,90.9221531123,90.8909042247
737.0000000000,90.9221531123,90.6165527904
738.0000000000,91.4588270569,90.8277685191
739.0000000000,93.6656674551,91.2077185062
740.0000000000,90.9221531123,91.2608040179
741.0000000000,90.9221531123,91.3138895295
742.0000000000,90.3912979962,91.3138895295
743.0000000000,92.5500183623,91.4766760545
744.0000000000,93.1047345786,91.4205827668
745.0000000000,93.6656674551,91.8524825353
746.0000000000,93.6656674551,92.1268339696
747.0000000000,90.9221531123,92.1268339696
748.0000000000,92.5500183623,92.2359531001
749.0000000000,93.6656674551,92.2359531001
750.0000000000,93.6656674551,92.5103045344
751.0000000000,93.6656674551,92.7846559687
752.0000000000,93.1047345786,93.0559996269
753.0000000000,92.5500183623,93.0559996269
754.0000000000,90.3912979962,92.7846559687
755.0000000000,90.9221531123,92.5103045344
756.0000000000,88.8327144137,92.0270092303
757.0000000000,89.3466697698,91.8694608960
758.0000000000,91.4588270569,91.7603417655
759.0000000000,93.6656674551,91.7603417655
760.0000000000,88.3242132885,91.2261963488
761.0000000000,89.3466697698,90.7942965803
762.0000000000,91.4588270569,90.6297058282
763.0000000000,90.9221531123,90.4669193032
764.0000000000,90.9221531123,90.5200048148
765.0000000000,90.9221531123,90.5200048148
766.0000000000,91.4588270569,90.7826160791
767.0000000000,90.9221531123,90.9401644133
768.0000000000,90.3912979962,90.8334115073
769.0000000000,90.9221531123,90.5590600730
770.0000000000,96.5673448278,91.3833732269
771.0000000000,96.5673448278,92.1054407327
772.0000000000,95.3868289583,92.4982409229
773.0000000000,97.1678704295,93.1228126546
774.0000000000,99.0119720645,93.9317945498
775.0000000000,95.3868289583,94.3782621344
776.0000000000,98.3900593132,95.0713853600
777.0000000000,97.1678704295,95.6959570917
778.0000000000,99.0119720645,96.5580244986
779.0000000000,100.9225433161,97.5580635190
780.0000000000,97.7754008314,97.6788691193
781.0000000000,98.3900593132,97.8611405679
782.0000000000,101.5747963290,98.4799373049
783.0000000000,95.9737035731,98.3605206193
784.0000000000,95.3868289583,97.9980063087
785.0000000000,96.5673448278,98.1160578956
786.0000000000,95.3868289583,97.8157348601
787.0000000000,97.7754008314,97.8764879003
788.0000000000,100.9225433161,98.0675450255
789.0000000000,100.9225433161,98.0675450255
790.0000000000,100.9225433161,98.3822592740
791.0000000000,104.2646021752,98.9697135602
792.0000000000,102.9032439316,99.1025583204
793.0000000000,103.5797332575,99.8631612889
794.0000000000,99.0119720645,100.2256755995
795.0000000000,101.5747963290,100.7264207496
796.0000000000,100.9225433161,101.2799921854
797.0000000000,101.5747963290,101.6599317351
798.0000000000,99.6412682713,101.5318042306
799.0000000000,95.9737035731,101.0369202563
800.0000000000,95.3868289583,100.4833488206
801.0000000000,95.9737035731,99.6542589604
802.0000000000,93.1047345786,98.6744080250
803.0000000000,93.1047345786,97.6269081572
804.0000000000,95.9737035731,97.3230813080
805.0000000000,95.9737035731,96.7629720324
806.0000000000,96.5673448278,96.3274521836
807.0000000000,96.5673448278,95.8267070335
808.0000000000,92.5500183623,95.1175820426
809.0000000000,93.1047345786,94.8306851431
810.0000000000,95.3868289583,94.8306851431
811.0000000000,93.1047345786,94.5437882437
812.0000000000,93.1047345786,94.5437882437
813.0000000000,93.1047345786,94.5437882437
814.0000000000,96.5673448278,94.6031523691
815.0000000000,95.9737035731,94.6031523691
816.0000000000,90.9221531123,94.0386331976
817.0000000000,91.4588270569,93.5277814205
818.0000000000,91.4588270569,93.4186622900
819.0000000000,91.4588270569,93.2540715378
820.0000000000,90.9221531123,92.8076039532
821.0000000000,90.3912979962,92.5362602950
822.0000000000,89.8661675839,92.2124035955
823.0000000000,90.9221531123,91.9941454489
824.0000000000,88.8327144137,91.2206824075
825.0000000000,89.3466697698,90.5579790271
826.0000000000,89.3466697698,90.4004306929
827.0000000000,89.3466697698,90.1892149642
828.0000000000,86.8305806764,89.7263903261
829.0000000000,87.3232300872,89.3128306292
830.0000000000,91.4588270569,89.3664980236
831.0000000000,90.3912979962,89.3664980236
832.0000000000,92.5500183623,89.6348831015
833.0000000000,92.5500183623,89.7976696265
834.0000000000,91.4588270569,90.0602808908
835.0000000000,93.1047345786,90.4360873717
836.0000000000,93.1047345786,90.8118938525
837.0000000000,93.6656674551,91.2437936210
838.0000000000,93.1047345786,91.8712090113
839.0000000000,93.6656674551,92.5054527480
840.0000000000,93.1047345786,92.6700435002
841.0000000000,93.6656674551,92.9974804461
842.0000000000,93.1047345786,93.0529520677
843.0000000000,89.8661675839,92.7845669899
844.0000000000,93.1047345786,92.9491577420
845.0000000000,92.0014160296,92.8388258871
846.0000000000,93.6656674551,92.8949191748
847.0000000000,95.9737035731,93.1257227866
848.0000000000,93.1047345786,93.1257227866
849.0000000000,93.6656674551,93.1257227866
850.0000000000,93.1047345786,93.1257227866
851.0000000000,96.5673448278,93.4158905239
852.0000000000,97.7754008314,93.8829571492
853.0000000000,99.0119720645,94.7975375972
854.0000000000,95.3868289583,95.0257470352
855.0000000000,95.3868289583,95.3642883281
856.0000000000,93.6656674551,95.3642883281
857.0000000000,93.6656674551,95.1334847163
858.0000000000,98.3900593132,95.6620171897
859.0000000000,96.5673448278,95.9521849270
860.0000000000,95.9737035731,96.2390818265
861.0000000000,95.9737035731,96.1797177010
862.0000000000,99.0119720645,96.3033748243
863.0000000000,99.0119720645,96.3033748243
864.0000000000,98.3900593132,96.6036978598
865.0000000000,97.7754008314,96.8425550471
866.0000000000,94.8066059443,96.9566488960
867.0000000000,95.3868289583,97.1287650464
868.0000000000,95.9737035731,96.8871294723
869.0000000000,95.9737035731,96.8277653469
870.0000000000,96.5673448278,96.8871294723
871.0000000000,98.3900593132,97.1287650464
872.0000000000,97.7754008314,97.0051079230
873.0000000000,98.3900593132,96.9429166479
874.0000000000,93.6656674551,96.4704774621
875.0000000000,93.6656674551,96.0595041245
876.0000000000,91.4588270569,95.7247262357
877.0000000000,92.5500183623,95.4410451761
878.0000000000,90.3912979962,94.8828046184
879.0000000000,90.9221531123,94.3776495723
880.0000000000,90.9221531123,93.8131304008
881.0000000000,91.4588270569,93.1200071752
882.0000000000,93.1047345786,92.6529405499
883.0000000000,93.1047345786,92.1244080764
884.0000000000,92.5500183623,92.0128431671
885.0000000000,91.4588270569,91.7921591273
886.0000000000,93.6656674551,92.0128431671
887.0000000000,90.9221531123,91.8500566421
888.0000000000,90.9221531123,91.9031421538
889.0000000000,90.3912979962,91.8500566421
890.0000000000,89.8661675839,91.7444580893
891.0000000000,88.8327144137,91.4818468250
892.0000000000,88.8327144137,91.0546448085
893.0000000000,87.3232300872,90.4764943594
894.0000000000,89.3466697698,90.1561595001
895.0000000000,87.3232300872,89.7425998032
896.0000000000,87.3232300872,89.1083560664
897.0000000000,87.3232300872,88.7484637639
898.0000000000,89.3466697698,88.5909154296
899.0000000000,88.3242132885,88.3842069588
900.0000000000,88.8327144137,88.2808616418
901.0000000000,88.3242132885,88.2300115293
902.0000000000,89.3466697698,88.2814070649
903.0000000000,87.3232300872,88.2814070649
904.0000000000,87.3232300872,88.0790630967
905.0000000000,87.3232300872,88.0790630967
906.0000000000,89.3466697698,88.2814070649
907.0000000000,89.3466697698,88.4837510332
908.0000000000,89.3466697698,88.4837510332
909.0000000000,87.8210800299,88.4334377073
910.0000000000,90.3912979962,88.5892960656
911.0000000000,90.3912979962,88.7960045363
912.0000000000,90.9221531123,88.9535528706
913.0000000000,91.4588270569,89.3671125675
914.0000000000,91.4588270569,89.7806722645
915.0000000000,93.1047345786,90.3588227137
916.0000000000,93.1047345786,90.7346291945
917.0000000000,98.3900593132,91.6389681489
918.0000000000,91.4588270569,91.8501838776
919.0000000000,93.1047345786,92.3785493324
920.0000000000,93.6656674551,92.7059862783
921.0000000000,93.6656674551,93.0334232242
922.0000000000,92.5500183623,93.1962097492
923.0000000000,95.3868289583,93.5890099393
924.0000000000,95.3868289583,93.9818101295
925.0000000000,99.0119720645,94.5725338781
926.0000000000,98.3900593132,95.1010663515
927.0000000000,98.3900593132,95.1010663515
928.0000000000,98.3900593132,95.7941895772
929.0000000000,99.0119720645,96.3849133258
930.0000000000,96.5673448278,96.6750810630
931.0000000000,95.9737035731,96.9058846749
932.0000000000,96.5673448278,97.3076173214
933.0000000000,97.7754008314,97.5464745087
934.0000000000,94.8066059443,97.4884522073
935.0000000000,95.3868289583,97.1259378967
936.0000000000,95.9737035731,96.8843023227
937.0000000000,98.3900593132,96.8843023227
938.0000000000,98.3900593132,96.8843023227
939.0000000000,100.9225433161,97.0753594478
940.0000000000,101.5747963290,97.5761045980
941.0000000000,98.3900593132,97.8177401720
942.0000000000,93.6656674551,97.5275724347
943.0000000000,95.9737035731,97.3474027089
944.0000000000,95.9737035731,97.4641124717
945.0000000000,92.5500183623,97.1804314121
946.0000000000,97.7754008314,97.3606011380
947.0000000000,95.3868289583,97.0602781025
948.0000000000,95.9737035731,96.8186425285
949.0000000000,91.4588270569,95.8722709026
950.0000000000,99.0119720645,95.6159884761
951.0000000000,93.1047345786,95.0874560026
952.0000000000,93.6656674551,95.0874560026
953.0000000000,90.3912979962,94.5292154450
954.0000000000,91.4588270569,94.0777277933
955.0000000000,90.3912979962,93.8618557567
956.0000000000,90.3912979962,93.1234454732
957.0000000000,90.3912979962,92.6238923770
958.0000000000,91.4588270569,92.1724047254
959.0000000000,88.3242132885,91.8589433485
960.0000000000,89.3466697698,90.8924131191
961.0000000000,90.9221531123,90.6741549724
962.0000000000,93.1047345786,90.6180616848
963.0000000000,92.5500183623,90.8339337214
964.0000000000,93.6656674551,91.0546177612
965.0000000000,93.6656674551,91.3820547071
966.0000000000,88.8327144137,91.2261963488
967.0000000000,83.0672182909,90.4937883783
968.0000000000,83.0672182909,89.6546275017
969.0000000000,80.0135179579,88.8235579686
970.0000000000,87.3232300872,88.6212140004
971.0000000000,88.8327144137,88.4122701305
972.0000000000,89.3466697698,88.0364636497
973.0000000000,87.3232300872,87.5137848221
974.0000000000,87.3232300872,86.8795410854
975.0000000000,83.0672182909,85.8196961689
976.0000000000,83.9794707667,85.3343718042
977.0000000000,83.9794707667,85.4255970518
978.0000000000,82.6179182066,85.3806670434
979.0000000000,83.0672182909,85.6860370767
980.0000000000,82.6179182066,85.2155058886
981.0000000000,87.3232300872,85.0645574560
982.0000000000,87.3232300872,84.8622134877
983.0000000000,84.9103919634,84.6209296753
984.0000000000,85.3830333363,84.4269100002
985.0000000000,85.8605608720,84.7062442584
986.0000000000,83.9794707667,84.7062442584
987.0000000000,81.2965173646,84.4379489181
988.0000000000,81.7326331866,84.3494204161
989.0000000000,83.0672182909,84.3494204161
990.0000000000,86.8305806764,84.7706866631
991.0000000000,88.8327144137,84.9216350958
992.0000000000,89.3466697698,85.1239790640
993.0000000000,85.3830333363,85.1712432013
994.0000000000,83.5210462140,84.9850444891
995.0000000000,83.0672182909,84.7057102310
996.0000000000,83.9794707667,84.7057102310
997.0000000000,83.9794707667,84.9740055712
998.0000000000,85.8605608720,85.3867983397
999.0000000000,86.8305806764,85.7631345783
1000.0000000000,87.3232300872,85.8123995194
1001.0000000000,88.3242132885,85.7615494069
1002.0000000000,86.3430507338,85.4611875033
1003.0000000000,86.8305806764,85.6059422373
1004.0000000000,87.3232300872,85.9861606246
1005.0000000000,89.3466697698,86.6141057725
1006.0000000000,87.3232300872,86.9484817045
1007.0000000000,84.9103919634,87.0415738242
1008.0000000000,85.3830333363,86.9938210706
1009.0000000000,89.3466697698,87.2454299800
1010.0000000000,89.3466697698,87.4477739482
1011.0000000000,86.8305806764,87.2984106870
1012.0000000000,86.8305806764,87.3471636813
1013.0000000000,88.3242132885,87.4965269425
1014.0000000000,91.4588270569,87.9100866395
1015.0000000000,90.9221531123,88.0676349737
1016.0000000000,91.4588270569,88.4811946707
1017.0000000000,93.1047345786,89.3006289322
1018.0000000000,91.4588270569,89.9082083043
1019.0000000000,92.5500183623,90.2285431635
1020.0000000000,93.6656674551,90.6604429320
1021.0000000000,93.6656674551,91.3439516099
1022.0000000000,92.0014160296,91.8610351452
1023.0000000000,90.9221531123,92.1208291276
1024.0000000000,90.3912979962,92.0140762215
1025.0000000000,89.8661675839,91.9084776687
1026.0000000000,91.4588270569,91.9084776687
1027.0000000000,90.9221531123,91.6902195221
1028.0000000000,91.4588270569,91.6902195221
1029.0000000000,91.4588270569,91.5811003915
1030.0000000000,88.3242132885,91.0469549749
1031.0000000000,88.8327144137,90.5636596707
1032.0000000000,89.3466697698,90.2981850448
1033.0000000000,87.3232300872,89.9382927422
1034.0000000000,86.8305806764,89.5822210103
1035.0000000000,88.8327144137,89.4788756932
1036.0000000000,88.8327144137,89.2162644289
1037.0000000000,89.3466697698,89.0587160947
1038.0000000000,85.3830333363,88.4511367226
1039.0000000000,84.9103919634,87.7962932133
1040.0000000000,85.3830333363,87.5021752180
1041.0000000000,85.3830333363,87.1572071103
1042.0000000000,87.3232300872,86.9548631420
1043.0000000000,84.9103919634,86.7135793296
1044.0000000000,85.8605608720,86.6165773492
1045.0000000000,84.9103919634,86.2243451042
1046.0000000000,82.6179182066,85.6028654834
1047.0000000000,83.0672182909,84.9749203356
1048.0000000000,82.6179182066,84.6984088226
1049.0000000000,83.5210462140,84.5594742476
1050.0000000000,83.5210462140,84.3732755354
1051.0000000000,83.0672182909,84.1416940309
1052.0000000000,83.5210462140,83.7614756435
1053.0000000000,87.3232300872,84.0027594559
1054.0000000000,83.5210462140,83.7688079901
1055.0000000000,84.9103919634,83.7688079901
1056.0000000000,85.8605608720,84.0930722567
1057.0000000000,84.9103919634,84.2773896239
1058.0000000000,84.9103919634,84.5066369996
1059.0000000000,86.8305806764,84.8375904458
1060.0000000000,87.3232300872,85.2178088332
1061.0000000000,87.3232300872,85.6434100128
1062.0000000000,87.3232300872,86.0236284001
1063.0000000000,86.8305806764,85.9743634591
1064.0000000000,87.3232300872,86.3545818464
1065.0000000000,87.3232300872,86.5958656588
1066.0000000000,87.8210800299,86.7919175746
1067.0000000000,88.8327144137,87.1841498196
1068.0000000000,88.3242132885,87.5255319521
1069.0000000000,90.3912979962,87.8816036841
1070.0000000000,90.9221531123,88.2414959866
1071.0000000000,90.9221531123,88.6013882891
1072.0000000000,91.4588270569,89.0149479861
1073.0000000000,87.3232300872,89.0642129272
1074.0000000000,89.3466697698,89.2665568954
1075.0000000000,88.8327144137,89.4175053281
1076.0000000000,89.3466697698,89.5700643021
1077.0000000000,91.4588270569,89.8326755664
1078.0000000000,89.3466697698,89.9349212145
1079.0000000000,88.8327144137,89.7790628563
1080.0000000000,88.8327144137,89.5701189864
1081.0000000000,86.3430507338,89.1122087486
1082.0000000000,88.8327144137,88.8495974842
1083.0000000000,88.8327144137,89.0005459169
1084.0000000000,89.3466697698,89.0005459169
1085.0000000000,89.3466697698,89.0519414525
1086.0000000000,87.3232300872,88.8495974842
1087.0000000000,87.3232300872,88.4360377873
1088.0000000000,87.8210800299,88.2834788133
1089.0000000000,87.3232300872,88.1325303806
1090.0000000000,84.4425621406,87.6935151533
1091.0000000000,84.9103919634,87.5502492763
1092.0000000000,84.4425621406,87.1112340489
1093.0000000000,85.3830333363,86.7662659412
1094.0000000000,84.9103919634,86.3226381606
1095.0000000000,83.5210462140,85.7400758050
1096.0000000000,81.7326331866,85.1810161149
1097.0000000000,82.1730785361,84.6660009598
1098.0000000000,81.7326331866,84.0571562755
1099.0000000000,81.2965173646,83.4544850032
1100.0000000000,81.7326331866,83.1834921078
1101.0000000000,80.4370214360,82.7361550551
1102.0000000000,79.5940972051,82.2513085615
1103.0000000000,79.1787004225,81.6308752702
1104.0000000000,77.9560830148,80.9354443753
1105.0000000000,80.0135179579,80.5846915497
1106.0000000000,78.3597493304,80.2474031641
1107.0000000000,78.3597493304,79.8660702435
1108.0000000000,78.3597493304,79.5287818579
1109.0000000000,78.7672699769,79.2758571191
1110.0000000000,78.7672699769,78.9793207981
1111.0000000000,78.3597493304,78.7715935876
1112.0000000000,77.5562166061,78.5678055277
1113.0000000000,74.8591858285,78.1358540683
1114.0000000000,75.9936967584,77.9396154426
1115.0000000000,76.7676708883,77.6150307357
1116.0000000000,75.6120483993,77.3402606426
1117.0000000000,74.1199213542,76.9162778449
1118.0000000000,74.1199213542,76.4922950473
1119.0000000000,74.1199213542,76.0275601851
1120.0000000000,72.6807391982,75.4189071072
1121.0000000000,72.6807391982,74.8510060940
1122.0000000000,72.6807391982,74.3634583532
1123.0000000000,71.2917331025,74.0067130806
1124.0000000000,72.3288875276,73.6402321575
1125.0000000000,72.3288875276,73.1963538214
1126.0000000000,71.9801295866,72.8331619402
1127.0000000000,72.6807391982,72.6892437246
1128.0000000000,75.6120483993,72.8384564291
1129.0000000000,74.1199213542,72.8384564291
1130.0000000000,74.1199213542,72.9823746447
1131.0000000000,74.1199213542,73.1262928603
1132.0000000000,72.6807391982,73.1262928603
1133.0000000000,71.6344247505,73.1605620251
1134.0000000000,71.6344247505,73.0911157474
1135.0000000000,71.6344247505,73.0216694697
1136.0000000000,70.6152331537,72.8851798264
1137.0000000000,70.6152331537,72.6786292219
1138.0000000000,72.3288875276,72.3503131347
1139.0000000000,72.6807391982,72.2063949191
1140.0000000000,74.1199213542,72.2063949191
1141.0000000000,72.6807391982,72.0624767035
1142.0000000000,72.6807391982,72.0624767035
1143.0000000000,72.6807391982,72.1671081483
1144.0000000000,71.6344247505,72.1671081483
1145.0000000000,70.2813484243,72.0318005157
1146.0000000000,68.3368469340,71.8039618937
1147.0000000000,68.3368469340,71.5761232718
1148.0000000000,68.3368469340,71.1769192124
1149.0000000000,68.6541065877,70.7742559513
1150.0000000000,68.6541065877,70.2276744747
1151.0000000000,68.6541065877,69.8250112136
1152.0000000000,69.9503239969,69.5519696935
1153.0000000000,68.0222370600,69.0861194797
1154.0000000000,67.7102439068,68.6937013953
1155.0000000000,68.0222370600,68.4677902589
1156.0000000000,66.7896423324,68.3130697987
1157.0000000000,65.5968953030,68.0390746356
1158.0000000000,63.8783623200,67.5932261742
1159.0000000000,63.8783623200,67.1156517474
1160.0000000000,62.7771731392,66.5279584026
1161.0000000000,63.3234571363,65.9948934575
1162.0000000000,62.2393109650,65.2237921543
1163.0000000000,62.5072015434,64.6722886026
1164.0000000000,60.4203773245,63.9433019444
1165.0000000000,60.4203773245,63.1831159708
1166.0000000000,60.1683019350,62.5209819311
1167.0000000000,60.4203773245,62.0033301332
1168.0000000000,59.6697640328,61.5824703045
1169.0000000000,58.2175862482,61.0163926973
1170.0000000000,57.2841100528,60.4670863887
1171.0000000000,57.2841100528,59.8631516803
1172.0000000000,57.7474838015,59.4139689640
1173.0000000000,56.8273215642,58.8459809661
1174.0000000000,55.7132556911,58.3752688027
1175.0000000000,55.9329467153,57.9265257418
1176.0000000000,54.4266591125,57.3523614596
1177.0000000000,53.5978603842,56.6701097655
1178.0000000000,52.3957650263,55.9427098649
1179.0000000000,52.7911290331,55.4000641434
1180.0000000000,51.6205181523,54.8337049533
1181.0000000000,50.1291920442,54.1182131525
1182.0000000000,48.7118631187,53.2146510842
1183.0000000000,48.5396264821,52.3858815760
1184.0000000000,49.0595611815,51.7205121250
1185.0000000000,49.7681417898,51.1040316325
1186.0000000000,48.8851713413,50.5498828553
1187.0000000000,49.2350427966,50.1136010966
1188.0000000000,49.2350427966,49.7975288736
1189.0000000000,48.5396264821,49.3723786185
1190.0000000000,47.5281635409,48.9631431574
1191.0000000000,47.8611994510,48.7363438981
1192.0000000000,47.5281635409,48.6179739403
1193.0000000000,47.5281635409,48.5168276462
1194.0000000000,46.8740764173,48.2982791697
1195.0000000000,47.1991466344,48.0413796542
1196.0000000000,46.5528822998,47.8081507501
1197.0000000000,46.0782085010,47.4924673205
1198.0000000000,44.7033674403,47.0392997849
1199.0000000000,44.8526002337,46.6705971600
1200.0000000000,42.8386900710,46.2016498130
1201.0000000000,41.8892813612,45.6044580041
1202.0000000000,41.1038297112,44.9620246211
1203.0000000000,41.1038297112,44.3195912381
1204.0000000000,41.4933752367,43.7815211201
1205.0000000000,41.8892813612,43.2505345927
1206.0000000000,42.5636885266,42.8516152154
1207.0000000000,42.7008088962,42.5138752549
1208.0000000000,42.7008088962,42.3136194005
1209.0000000000,42.7008088962,42.0984402668
1210.0000000000,42.5636885266,42.0709401123
1211.0000000000,42.7008088962,42.1520928658
1212.0000000000,42.8386900710,42.3255789018
1213.0000000000,42.8386900710,42.4990649378
1214.0000000000,42.0226905353,42.5519964677
1215.0000000000,42.1568297962,42.5787513111
1216.0000000000,42.0226905353,42.5246515120
1217.0000000000,41.7565963294,42.4302302553
1218.0000000000,41.1038297112,42.2705323368
1219.0000000000,41.3628276053,42.1367342078
1220.0000000000,40.8475910682,41.9651244619
1221.0000000000,40.8475910682,41.7798026791
1222.0000000000,40.2187806207,41.5178117341
1223.0000000000,40.4683110085,41.2807738278
1224.0000000000,40.0949966423,41.0880044385
1225.0000000000,39.7275083162,40.8450722905
1226.0000000000,39.7275083162,40.6155540686
1227.0000000000,39.6062833717,40.4005227729
1228.0000000000,39.8493655278,40.2750763545
1229.0000000000,39.8493655278,40.1237301468
1230.0000000000,39.7275083162,40.0117218716
1231.0000000000,39.8493655278,39.9118993175
1232.0000000000,39.8493655278,39.8749578082
1233.0000000000,39.9718599660,39.8253127040
1234.0000000000,39.7275083162,39.7885638714
1235.0000000000,39.9718599660,39.8129990364
1236.0000000000,39.7275083162,39.8129990364
1237.0000000000,39.7275083162,39.8251215308
1238.0000000000,39.7275083162,39.8129358097
1239.0000000000,39.7275083162,39.8007500885
1240.0000000000,39.9718599660,39.8251852535
1241.0000000000,39.9718599660,39.8374346973
1242.0000000000,39.7275083162,39.8252489761
1243.0000000000,39.9718599660,39.8252489761
1244.0000000000,39.4856857863,39.8010667231
1245.0000000000,39.1276088586,39.7166416124
1246.0000000000,38.4277534045,39.5866661212
1247.0000000000,38.6586669353,39.4797819831
1248.0000000000,37.9728630933,39.3043174609
1249.0000000000,37.0898761102,39.0405542403
1250.0000000000,37.1983486530,38.7632031090
1251.0000000000,37.3073562534,38.4967527377
1252.0000000000,36.8745205166,38.2114539577
1253.0000000000,36.1370648557,37.8279744467
1254.0000000000,36.0337329329,37.4827791614
1255.0000000000,36.1370648557,37.1837247611
1256.0000000000,36.5554030512,36.9964897257
1257.0000000000,36.5554030512,36.7861633373
1258.0000000000,36.0337329329,36.5922503213
1259.0000000000,36.0337329329,36.4866360036
1260.0000000000,36.4500596556,36.4118071038
1261.0000000000,36.8745205166,36.3685235301
1262.0000000000,35.5244111715,36.2335125956
1263.0000000000,35.7266862671,36.1924747368
1264.0000000000,35.7266862671,36.1617700702
1265.0000000000,36.9819346952,36.2462570541
1266.0000000000,36.0337329329,36.1940900423
1267.0000000000,36.2408942109,36.1626391583
1268.0000000000,35.8285471540,36.1421205804
1269.0000000000,36.3452245990,36.1732697470
1270.0000000000,36.4500596556,36.1732697470
1271.0000000000,36.3452245990,36.1203401552
1272.0000000000,35.6253087504,36.1304299131
1273.0000000000,36.5554030512,36.2133015915
1274.0000000000,36.4500596556,36.2856389304
1275.0000000000,36.5554030512,36.2429857660
1276.0000000000,35.7266862671,36.2122810994
1277.0000000000,36.1370648557,36.2018981639
1278.0000000000,36.7676297209,36.2958064206
1279.0000000000,36.9819346952,36.3594774302
1280.0000000000,35.6253087504,36.2770023397
1281.0000000000,36.3452245990,36.2770023397
1282.0000000000,36.4500596556,36.3594774302
1283.0000000000,36.3452245990,36.3384595850
1284.0000000000,35.6253087504,36.2559844945
1285.0000000000,36.5554030512,36.2559844945
1286.0000000000,36.4500596556,36.3283218333
1287.0000000000,36.6612584921,36.3807411969
1288.0000000000,35.7266862671,36.2766468516
1289.0000000000,36.6612584921,36.2445792313
1290.0000000000,36.4500596556,36.3270543218
1291.0000000000,36.6612584921,36.3586577111
1292.0000000000,35.5244111715,36.2660928627
1293.0000000000,36.6612584921,36.2976962520
1294.0000000000,36.3452245990,36.3696878368
1295.0000000000,36.1370648557,36.3278540173
1296.0000000000,36.1370648557,36.2965545373
1297.0000000000,36.9819346952,36.3286221576
1298.0000000000,36.5554030512,36.4114938360
1299.0000000000,36.2408942109,36.3694574079
1300.0000000000,36.5554030512,36.3799917475
1301.0000000000,36.5554030512,36.3694062034
1302.0000000000,36.2408942109,36.4410545073
1303.0000000000,36.0337329329,36.3783019514
1304.0000000000,36.7676297209,36.4205424636
1305.0000000000,36.4500596556,36.4518419436
1306.0000000000,36.4500596556,36.4831414235
1307.0000000000,36.5554030512,36.4404882591
1308.0000000000,36.9819346952,36.4831414235
1309.0000000000,36.1370648557,36.4727584880
1310.0000000000,36.2408942109,36.4413076040
1311.0000000000,36.9819346952,36.4839607684
1312.0000000000,36.6612584921,36.5259971965
1313.0000000000,36.3452245990,36.5571463631
1314.0000000000,36.5554030512,36.5359236962
