t,y,avg
1315.0000000000,36.7676297209,36.5676807027
1316.0000000000,36.5554030512,36.5782150423
1317.0000000000,36.8745205166,36.6101267888
1318.0000000000,36.7676297209,36.5886962914
1319.0000000000,36.5554030512,36.6305301109
1320.0000000000,36.5554030512,36.6619809949
1321.0000000000,36.9819346952,36.6619809949
1322.0000000000,36.8745205166,36.6833071974
1323.0000000000,36.6612584921,36.7149105867
1324.0000000000,36.8745205166,36.7468223332
1325.0000000000,36.4500596556,36.7150653267
1326.0000000000,36.4500596556,36.7045309872
1327.0000000000,36.3452245990,36.6516013954
1328.0000000000,36.5554030512,36.6303787284
1329.0000000000,36.5554030512,36.6303787284
1330.0000000000,36.4500596556,36.6198443889
1331.0000000000,36.5554030512,36.5771912245
1332.0000000000,36.6612584921,36.5558650220
1333.0000000000,36.5554030512,36.5452794779
1334.0000000000,36.5554030512,36.5133677314
1335.0000000000,36.6612584921,36.5344876150
1336.0000000000,36.3452245990,36.5240041094
1337.0000000000,36.2408942109,36.5135710705
1338.0000000000,36.4500596556,36.5030367310
1339.0000000000,36.5554030512,36.5030367310
1340.0000000000,36.5554030512,36.5135710705
1341.0000000000,36.5554030512,36.5135710705
1342.0000000000,36.4500596556,36.4924511869
1343.0000000000,36.5554030512,36.4924511869
1344.0000000000,36.5554030512,36.4924511869
1345.0000000000,36.5554030512,36.4818656428
1346.0000000000,36.5554030512,36.5028834880
1347.0000000000,36.4500596556,36.5238000325
1348.0000000000,36.3452245990,36.5133165268
1349.0000000000,36.4500596556,36.5027821873
1350.0000000000,36.5554030512,36.5027821873
1351.0000000000,36.5554030512,36.5027821873
1352.0000000000,36.5554030512,36.5133165268
1353.0000000000,36.5554030512,36.5133165268
1354.0000000000,36.3452245990,36.4922986816
1355.0000000000,36.6612584921,36.5028842257
1356.0000000000,36.6612584921,36.5134697698
1357.0000000000,36.4500596556,36.5134697698
1358.0000000000,36.4500596556,36.5239532755
1359.0000000000,36.3452245990,36.5134697698
1360.0000000000,36.5554030512,36.5134697698
1361.0000000000,36.4500596556,36.5029354302
1362.0000000000,36.5554030512,36.5029354302
1363.0000000000,36.5554030512,36.5029354302
1364.0000000000,36.5554030512,36.5239532755
1365.0000000000,36.5554030512,36.5133677314
1366.0000000000,36.5554030512,36.5027821873
1367.0000000000,36.5554030512,36.5133165268
1368.0000000000,36.5554030512,36.5238508664
1369.0000000000,36.3452245990,36.5238508664
1370.0000000000,36.4500596556,36.5133165268
1371.0000000000,36.3452245990,36.5028330212
1372.0000000000,36.5554030512,36.5028330212
1373.0000000000,36.4500596556,36.4922986816
1374.0000000000,36.5554030512,36.4922986816
1375.0000000000,36.5554030512,36.4922986816
1376.0000000000,36.6612584921,36.5028842257
1377.0000000000,36.4500596556,36.4923498862
1378.0000000000,36.6612584921,36.5029354302
1379.0000000000,36.6612584921,36.5345388196
1380.0000000000,36.3452245990,36.5240553139
1381.0000000000,36.2408942109,36.5136222751
1382.0000000000,36.3452245990,36.4926044299
1383.0000000000,36.5554030512,36.5031387694
1384.0000000000,36.5554030512,36.5031387694
1385.0000000000,36.4500596556,36.4926044299
1386.0000000000,36.5554030512,36.4820188858
1387.0000000000,36.6612584921,36.5031387694
1388.0000000000,36.5554030512,36.4925532253
1389.0000000000,36.4500596556,36.4714333417
1390.0000000000,36.6612584921,36.5030367310
1391.0000000000,36.4500596556,36.5239532755
1392.0000000000,36.3452245990,36.5239532755
1393.0000000000,36.4500596556,36.5134189359
1394.0000000000,36.5554030512,36.5134189359
1395.0000000000,36.5554030512,36.5239532755
1396.0000000000,36.5554030512,36.5239532755
1397.0000000000,36.4500596556,36.5028333918
1398.0000000000,36.6612584921,36.5134189359
1399.0000000000,36.6612584921,36.5345388196
1400.0000000000,36.6612584921,36.5345388196
1401.0000000000,36.4500596556,36.5345388196
1402.0000000000,36.4500596556,36.5450223252
1403.0000000000,36.3452245990,36.5345388196
1404.0000000000,36.4500596556,36.5240044800
1405.0000000000,36.4500596556,36.5134701404
1406.0000000000,36.5554030512,36.5134701404
1407.0000000000,36.5554030512,36.5240044800
1408.0000000000,36.5554030512,36.5134189359
1409.0000000000,36.4500596556,36.4922990522
1410.0000000000,36.6612584921,36.4922990522
1411.0000000000,36.6612584921,36.5134189359
1412.0000000000,36.6612584921,36.5345388196
1413.0000000000,36.4500596556,36.5450223252
1414.0000000000,36.4500596556,36.5450223252
1415.0000000000,36.3452245990,36.5345388196
1416.0000000000,36.5554030512,36.5345388196
1417.0000000000,36.3452245990,36.5135209743
1418.0000000000,36.5554030512,36.5135209743
1419.0000000000,36.5554030512,36.5240553139
1420.0000000000,36.6612584921,36.5240553139
1421.0000000000,36.3452245990,36.4924519246
1422.0000000000,36.6612584921,36.4924519246
1423.0000000000,36.6612584921,36.5135718082
1424.0000000000,36.3452245990,36.5030883026
1425.0000000000,36.4500596556,36.5135718082
1426.0000000000,36.3452245990,36.4925539630
1427.0000000000,36.5554030512,36.5135718082
1428.0000000000,36.5554030512,36.5135718082
1429.0000000000,36.4500596556,36.5030374687
1430.0000000000,36.5554030512,36.4924519246
1431.0000000000,36.1370648557,36.4716359503
1432.0000000000,36.5554030512,36.4610504062
1433.0000000000,36.4500596556,36.4399305225
1434.0000000000,36.6612584921,36.4715339118
1435.0000000000,36.4500596556,36.4715339118
1436.0000000000,36.4500596556,36.4820174175
1437.0000000000,36.4500596556,36.4714830779
1438.0000000000,36.5554030512,36.4714830779
1439.0000000000,36.5554030512,36.4820174175
1440.0000000000,36.5554030512,36.4820174175
1441.0000000000,36.4500596556,36.5133168975
1442.0000000000,36.5554030512,36.5133168975
1443.0000000000,36.5554030512,36.5238512370
1444.0000000000,36.6612584921,36.5238512370
1445.0000000000,36.4500596556,36.5238512370
1446.0000000000,36.5554030512,36.5343855766
1447.0000000000,36.3452245990,36.5239020709
1448.0000000000,36.3452245990,36.5028842257
1449.0000000000,36.4500596556,36.4923498862
1450.0000000000,36.5554030512,36.4923498862
1451.0000000000,36.5554030512,36.5028842257
1452.0000000000,36.5554030512,36.5028842257
1453.0000000000,36.4500596556,36.4923498862
1454.0000000000,36.6612584921,36.4923498862
1455.0000000000,36.5554030512,36.5028842257
1456.0000000000,36.6612584921,36.5134697698
1457.0000000000,36.4500596556,36.5239532755
1458.0000000000,36.4500596556,36.5344367811
1459.0000000000,36.3452245990,36.5239532755
1460.0000000000,36.5554030512,36.5239532755
1461.0000000000,36.4500596556,36.5134189359
1462.0000000000,36.5554030512,36.5134189359
1463.0000000000,36.5554030512,36.5239532755
1464.0000000000,36.6612584921,36.5239532755
1465.0000000000,36.4500596556,36.5134189359
1466.0000000000,36.6612584921,36.5134189359
1467.0000000000,36.6612584921,36.5345388196
1468.0000000000,36.3452245990,36.5240553139
1469.0000000000,36.4500596556,36.5345388196
1470.0000000000,36.3452245990,36.5135209743
1471.0000000000,36.5554030512,36.5240553139
1472.0000000000,36.4500596556,36.5135209743
1473.0000000000,36.4500596556,36.5029866348
1474.0000000000,36.5554030512,36.4924010907
1475.0000000000,36.5554030512,36.5029354302
1476.0000000000,36.5554030512,36.4923498862
1477.0000000000,36.4500596556,36.4712300025
1478.0000000000,36.6612584921,36.5028333918
1479.0000000000,36.4500596556,36.5028333918
1480.0000000000,36.4500596556,36.5133168975
1481.0000000000,36.4500596556,36.5027825579
1482.0000000000,36.5554030512,36.5133168975
1483.0000000000,36.5554030512,36.5238512370
1484.0000000000,36.5554030512,36.5238512370
1485.0000000000,36.4500596556,36.5133168975
1486.0000000000,36.5554030512,36.5133168975
1487.0000000000,36.6612584921,36.5344367811
1488.0000000000,36.6612584921,36.5344367811
1489.0000000000,36.4500596556,36.5344367811
1490.0000000000,36.6612584921,36.5555566648
1491.0000000000,36.3452245990,36.5450731591
1492.0000000000,36.2408942109,36.5136222751
1493.0000000000,36.4500596556,36.5030879355
1494.0000000000,36.5554030512,36.5030879355
1495.0000000000,36.5554030512,36.5136222751
1496.0000000000,36.5554030512,36.5136222751
1497.0000000000,36.4500596556,36.4925023914
1498.0000000000,36.5554030512,36.4819168473
1499.0000000000,36.5554030512,36.4924511869
1500.0000000000,36.5554030512,36.4818656428
