t,z
84.0,43.39795088231456
85.0,44.26077888030279
86.0,45.30551257604322
87.0,45.153665233282936
88.0,45.45824671916698
89.0,46.712999192038986
90.0,47.19914663443624
91.0,48.198328456618505
92.0,48.539626482127
93.0,48.88517134131571
94.0,48.88517134131571
95.0,50.129192044153
96.0,50.49486431616281
97.0,52.5927912835114
98.0,52.5927912835114
99.0,54.0094451200499
100.0,54.42665911246731
101.0,56.15418235118875
102.0,56.15418235118875
103.0,57.2841100527893
104.0,57.2841100527893
105.0,57.05490145603797
106.0,58.45520670089496
107.0,57.51496490133897
108.0,57.51496490133897
109.0,57.51496490133897
110.0,59.42326001416268
111.0,60.16830193495086
112.0,60.42037732446235
113.0,61.4478874682506
114.0,61.1880848992798
115.0,63.049250095414735
116.0,63.049250095414735
117.0,63.599819374774626
118.0,62.23931096499693
119.0,64.15911188536178
120.0,64.44209439643933
121.0,64.72733659924334
122.0,61.4478874682506
123.0,61.1880848992798
124.0,61.70967735009104
125.0,64.15911188536178
126.0,65.01486566864565
127.0,66.18840960899779
128.0,66.7896423323799
129.0,66.7896423323799
130.0,66.7896423323799
131.0,65.3047092170089
132.0,65.59689530302624
133.0,66.7896423323799
134.0,66.7896423323799
135.0,66.48779626059645
136.0,66.7896423323799
137.0,66.18840960899779
138.0,66.18840960899779
139.0,67.40083496337037
140.0,68.02223705995355
141.0,66.7896423323799
142.0,66.7896423323799
143.0,67.40083496337037
144.0,68.02223705995355
145.0,68.02223705995355
146.0,68.02223705995355
147.0,66.48779626059645
148.0,66.18840960899779
149.0,65.89145244077598
150.0,67.71024390676675
151.0,67.40083496337037
152.0,67.71024390676675
153.0,66.7896423323799
154.0,67.71024390676675
155.0,66.48779626059645
156.0,66.7896423323799
157.0,66.7896423323799
158.0,65.3047092170089
159.0,66.18840960899779
160.0,66.48779626059645
161.0,66.7896423323799
162.0,66.7896423323799
163.0,66.48779626059645
164.0,66.7896423323799
165.0,66.7896423323799
166.0,68.02223705995355
167.0,68.3368469340081
168.0,68.97404963883243
169.0,73.39388986338565
170.0,73.39388986338565
171.0,75.23389401001891
172.0,74.85918582853775
173.0,76.76767088833913
174.0,76.76767088833913
175.0,76.76767088833913
176.0,77.16009669995111
177.0,76.76767088833913
178.0,78.76726997687231
179.0,79.5940972051214
180.0,80.43702143600552
181.0,77.95608301483652
182.0,81.29651736461385
183.0,81.29651736461385
184.0,81.73263318664259
185.0,80.43702143600552
186.0,78.35974933042611
187.0,77.95608301483652
188.0,78.76726997687231
189.0,77.16009669995111
190.0,75.6120483993012
191.0,74.48787695941738
192.0,73.39388986338565
193.0,71.98012958664762
194.0,72.68073919821755
