t,z
1132.0,72.68073919821755
1133.0,71.63442475048006
1134.0,71.63442475048006
1135.0,71.63442475048006
1136.0,70.61523315373492
1137.0,70.61523315373492
1138.0,72.32888752762722
1139.0,72.68073919821755
1140.0,74.11992135423625
1141.0,72.68073919821755
1142.0,72.68073919821755
1143.0,72.68073919821755
1144.0,71.63442475048006
1145.0,70.28134842428764
1146.0,68.3368469340081
1147.0,68.3368469340081
1148.0,68.3368469340081
1149.0,68.65410658765225
1150.0,68.65410658765225
1151.0,68.65410658765225
1152.0,69.95032399693449
1153.0,68.02223705995355
1154.0,67.71024390676675
1155.0,68.02223705995355
1156.0,66.7896423323799
1157.0,65.59689530302624
1158.0,63.87836231999941
1159.0,63.87836231999941
1160.0,62.77717313918997
1161.0,63.323457136314545
1162.0,62.23931096499693
1163.0,62.50720154340742
1164.0,60.42037732446235
1165.0,60.42037732446235
1166.0,60.16830193495086
1167.0,60.42037732446235
1168.0,59.669764032787356
1169.0,58.21758624821976
1170.0,57.2841100527893
1171.0,57.2841100527893
1172.0,57.74748380149474
1173.0,56.82732156424011
1174.0,55.713255691056474
1175.0,55.93294671526401
1176.0,54.42665911246731
1177.0,53.59786038423399
1178.0,52.39576502627009
1179.0,52.79112903308682
1180.0,51.62051815225562
1181.0,50.129192044153
1182.0,48.7118631187379
1183.0,48.539626482127
1184.0,49.059561181521815
1185.0,49.76814178978775
1186.0,48.88517134131571
1187.0,49.2350427966249
1188.0,49.2350427966249
1189.0,48.539626482127
1190.0,47.52816354086808
1191.0,47.861199450976535
1192.0,47.52816354086808
1193.0,47.52816354086808
1194.0,46.87407641734698
1195.0,47.19914663443624
1196.0,46.552882299801745
1197.0,46.078208500989284
1198.0,44.70336744032138
1199.0,44.85260023370939
1200.0,42.83869007101935
1201.0,41.88928136117537
1202.0,41.10382971124022
1203.0,41.10382971124022
1204.0,41.493375236660924
1205.0,41.88928136117537
1206.0,42.56368852660241
1207.0,42.700808896196286
1208.0,42.700808896196286
1209.0,42.700808896196286
1210.0,42.56368852660241
1211.0,42.700808896196286
1212.0,42.83869007101935
1213.0,42.83869007101935
1214.0,42.02269053530403
1215.0,42.15682979616659
1216.0,42.02269053530403
1217.0,41.75659632943582
1218.0,41.10382971124022
1219.0,41.36282760526018
1220.0,40.84759106817055
1221.0,40.84759106817055
1222.0,40.218780620733654
1223.0,40.46831100851692
1224.0,40.094996642273905
1225.0,39.727508316218774
1226.0,39.727508316218774
1227.0,39.60628337173739
1228.0,39.849365527826905
1229.0,39.849365527826905
1230.0,39.727508316218774
1231.0,39.849365527826905
1232.0,39.849365527826905
1233.0,39.971859966023196
1234.0,39.727508316218774
1235.0,39.971859966023196
1236.0,39.727508316218774
1237.0,39.727508316218774
1238.0,39.727508316218774
1239.0,39.727508316218774
1240.0,39.971859966023196
1241.0,39.971859966023196
